"DCODE-BCODE";"DNAME - BNAME";"DCODE";"DNAME";0;"BCODE";"BNAME";0
"82010-01438";"DETROIT CITY SCHOOL DISTRICT - GOMPERS ELEMENTARY SCHOOL";;;;;;
"82010-01493";"DETROIT CITY SCHOOL DISTRICT - GREENFIELD UNION ELEMENTARY SCHOOL";;;;;;
"82010-01518";"DETROIT CITY SCHOOL DISTRICT - BETHUNE ACADEMY";;;;;;
"82010-01526";"DETROIT CITY SCHOOL DISTRICT - GUYTON ELEMENTARY SCHOOL";;;;;;
"82010-01546";"DETROIT CITY SCHOOL DISTRICT - HAMILTON ELEMENTARY SCHOOL";;;;;;
"82010-01552";"DETROIT CITY SCHOOL DISTRICT - BARBARA JORDAN ELEMENTARY";;;;;;
"82010-01562";"DETROIT CITY SCHOOL DISTRICT - HANSTEIN ELEMENTARY SCHOOL";;;;;;
"82010-01569";"DETROIT CITY SCHOOL DISTRICT - HARDING ELEMENTARY SCHOOL";;;;;;
"82010-01574";"DETROIT CITY SCHOOL DISTRICT - HARMS ELEMENTARY SCHOOL";;;;;;
"82010-01634";"DETROIT CITY SCHOOL DISTRICT - FORD HIGH SCHOOL";;;;;;
"82010-01690";"DETROIT CITY SCHOOL DISTRICT - HOLCOMB ELEMENTARY SCHOOL";;;;;;
"82010-01764";"DETROIT CITY SCHOOL DISTRICT - HOUGHTEN ELEMENTARY SCHOOL";;;;;;
"82010-01774";"DETROIT CITY SCHOOL DISTRICT - HOWE ELEMENTARY SCHOOL";;;;;;
"82010-01802";"DETROIT CITY SCHOOL DISTRICT - HUTCHINS ELEMENTARY SCHOOL";;;;;;
"82010-01803";"DETROIT CITY SCHOOL DISTRICT - HUTCHINSON ELEMENTARY SCHOOL";;;;;;
"82010-01871";"DETROIT CITY SCHOOL DISTRICT - MCNAIR MIDDLE SCHOOL";;;;;;
"82010-01887";"DETROIT CITY SCHOOL DISTRICT - JAMIESON ELEMENTARY SCHOOL";;;;;;
"82010-01976";"DETROIT CITY SCHOOL DISTRICT - JOYCE ELEMENTARY SCHOOL";;;;;;
"82010-02030";"DETROIT CITY SCHOOL DISTRICT - KETTERING HIGH SCHOOL";;;;;;
"82010-02036";"DETROIT CITY SCHOOL DISTRICT - KING, JOHN R. ACADEMIC AND PERFORMING ARTS ACADEMY";;;;;;
"82010-02058";"DETROIT CITY SCHOOL DISTRICT - BLACKWELL INSTITUTE";;;;;;
"82010-02167";"DETROIT CITY SCHOOL DISTRICT - LESSENGER ELEMENTARY-MIDDLE SCHOOL";;;;;;
"82010-02243";"DETROIT CITY SCHOOL DISTRICT - LODGE ELEMENTARY SCHOOL";;;;;;
"82010-02245";"DETROIT CITY SCHOOL DISTRICT - LOGAN ELEMENTARY SCHOOL";;;;;;
"82010-02301";"DETROIT CITY SCHOOL DISTRICT - MACDOWELL ELEMENTARY SCHOOL";;;;;;
"82010-02310";"DETROIT CITY SCHOOL DISTRICT - MACOMB ELEMENTARY SCHOOL";;;;;;
"82010-02341";"DETROIT CITY SCHOOL DISTRICT - MANN ELEMENTARY SCHOOL";;;;;;
"82010-02377";"DETROIT CITY SCHOOL DISTRICT - LAW ELEMENTARY SCHOOL";;;;;;
"82010-02383";"DETROIT CITY SCHOOL DISTRICT - MARK TWAIN ELEMENTARY SCHOOL";;;;;;
"82010-02390";"DETROIT CITY SCHOOL DISTRICT - MARQUETTE ELEMENTARY SCHOOL";;;;;;
"82010-02398";"DETROIT CITY SCHOOL DISTRICT - MARSHALL, JOHN ELEMENTARY SCHOOL";;;;;;
"82010-02431";"DETROIT CITY SCHOOL DISTRICT - MASON ELEMENTARY SCHOOL";;;;;;
"82010-02448";"DETROIT CITY SCHOOL DISTRICT - MAYBURY ELEMENTARY SCHOOL";;;;;;
"82010-02458";"DETROIT CITY SCHOOL DISTRICT - MCCOLL ELEMENTARY SCHOOL";;;;;;
"82010-02475";"DETROIT CITY SCHOOL DISTRICT - MCKENNY ELEMENTARY SCHOOL";;;;;;
"82010-02644";"DETROIT CITY SCHOOL DISTRICT - MUMFORD HIGH SCHOOL";;;;;;
"82010-02646";"DETROIT CITY SCHOOL DISTRICT - MUNGER ELEMENTARY SCHOOL";;;;;;
"82010-02648";"DETROIT CITY SCHOOL DISTRICT - MURPHY ELEMENTARY-MIDDLE SCHOOL";;;;;;
"82010-02669";"DETROIT CITY SCHOOL DISTRICT - NEINAS ELEMENTARY SCHOOL";;;;;;
"82010-02701";"DETROIT CITY SCHOOL DISTRICT - RUTHERFORD ELEMENTARY SCHOOL";;;;;;
"82010-02703";"DETROIT CITY SCHOOL DISTRICT - NICHOLS ELEMENTARY SCHOOL";;;;;;
"82010-02708";"DETROIT CITY SCHOOL DISTRICT - NOLAN ELEMENTARY SCHOOL";;;;;;
"82010-02778";"DETROIT CITY SCHOOL DISTRICT - NORTHWESTERN HIGH SCHOOL";;;;;;
"82010-02794";"DETROIT CITY SCHOOL DISTRICT - HOLMES, O.W. ELEMENTARY SCHOOL";;;;;;
"82010-02811";"DETROIT CITY SCHOOL DISTRICT - OAKMAN ELEMENTARY / ORTHOPEDIC SCHOOL";;;;;;
"82010-02855";"DETROIT CITY SCHOOL DISTRICT - OSBORN HIGH SCHOOL";;;;;;
"82010-02882";"DETROIT CITY SCHOOL DISTRICT - BATES ACADEMY";;;;;;
"82010-02921";"DETROIT CITY SCHOOL DISTRICT - OWEN ACADEMY";;;;;;
"82010-02951";"DETROIT CITY SCHOOL DISTRICT - PARKER ELEMENTARY SCHOOL";;;;;;
"82010-02969";"DETROIT CITY SCHOOL DISTRICT - PASTEUR ELEMENTARY SCHOOL";;;;;;
"82010-03015";"DETROIT CITY SCHOOL DISTRICT - PERSHING HIGH SCHOOL";;;;;;
"82010-03123";"DETROIT CITY SCHOOL DISTRICT - PRIEST ELEMENTARY SCHOOL";;;;;;
"82010-03130";"DETROIT CITY SCHOOL DISTRICT - PULASKI ELEMENTARY SCHOOL";;;;;;
"82010-03420";"DETROIT CITY SCHOOL DISTRICT - SCHULZE ELEMENTARY SCHOOL";;;;;;
"82010-03466";"DETROIT CITY SCHOOL DISTRICT - SHERRILL ELEMENTARY SCHOOL";;;;;;
"82010-03540";"DETROIT CITY SCHOOL DISTRICT - SOUTHEASTERN HIGH SCHOOL";;;;;;
"82010-03555";"DETROIT CITY SCHOOL DISTRICT - SOUTHWESTERN HIGH SCHOOL";;;;;;
"82010-03558";"DETROIT CITY SCHOOL DISTRICT - SPAIN ELEMENTARY SCHOOL";;;;;;
"82010-03676";"DETROIT CITY SCHOOL DISTRICT - FISHER MAGNET ";;;;;;
"82010-03703";"DETROIT CITY SCHOOL DISTRICT - LUDINGTON MAGNET MIDDLE SCHOOL";;;;;;
"82010-03717";"DETROIT CITY SCHOOL DISTRICT - YOUNG, COLEMAN A. ELEMENTARY";;;;;;
"82010-03720";"DETROIT CITY SCHOOL DISTRICT - DETROIT OPEN SCHOOL";;;;;;
"82010-03725";"DETROIT CITY SCHOOL DISTRICT - LOVING ELEMENTARY SCHOOL";;;;;;
"82010-03737";"DETROIT CITY SCHOOL DISTRICT - EDWARD (DUKE) ELLINGTON CONSERVATORY OF MUSIC/ART";;;;;;
"82010-03857";"DETROIT CITY SCHOOL DISTRICT - ROBINSON MIDDLE SCHOOL";;;;;;
"82010-04062";"DETROIT CITY SCHOOL DISTRICT - BROWN, RONALD ACADEMY";;;;;;
"82010-04064";"DETROIT CITY SCHOOL DISTRICT - STEPHENS ELEMENTARY SCHOOL";;;;;;
"82010-04129";"DETROIT CITY SCHOOL DISTRICT - TAFT MIDDLE SCHOOL";;;;;;
"82010-04156";"DETROIT CITY SCHOOL DISTRICT - THIRKELL ELEMENTARY SCHOOL";;;;;;
"82010-04222";"DETROIT CITY SCHOOL DISTRICT - TRIX ELEMENTARY SCHOOL";;;;;;
"82010-04292";"DETROIT CITY SCHOOL DISTRICT - VERNOR ELEMENTARY SCHOOL";;;;;;
"82010-04319";"DETROIT CITY SCHOOL DISTRICT - BOW ELEMENTARY SCHOOL";;;;;;
"82010-04406";"DETROIT CITY SCHOOL DISTRICT - WAYNE ELEMENTARY SCHOOL";;;;;;
"82010-04413";"DETROIT CITY SCHOOL DISTRICT - SAMPSON ACADEMY";;;;;;
"82010-04420";"DETROIT CITY SCHOOL DISTRICT - WEBSTER ELEMENTARY SCHOOL";;;;;;
"82010-04477";"DETROIT CITY SCHOOL DISTRICT - WESTERN INTERNATIONAL HIGH SCHOOL";;;;;;
"82010-04500";"DETROIT CITY SCHOOL DISTRICT - WHITE ELEMENTARY SCHOOL";;;;;;
"82010-04527";"DETROIT CITY SCHOOL DISTRICT - WILKINS ELEMENTARY SCHOOL";;;;;;
"82010-04554";"DETROIT CITY SCHOOL DISTRICT - PHOENIX ELEMENTARY";;;;;;
"82010-04569";"DETROIT CITY SCHOOL DISTRICT - WINTERHALTER ELEMENTARY SCHOOL";;;;;;
"82010-04805";"DETROIT CITY SCHOOL DISTRICT - STARK SCHOOL OF TECHNOLOGY";;;;;;
"82010-04807";"DETROIT CITY SCHOOL DISTRICT - VAN ZILE ELEMENTARY SCHOOL";;;;;;
"82010-04812";"DETROIT CITY SCHOOL DISTRICT - MCFARLANE ELEMENTARY SCHOOL";;;;;;
"82010-05445";"DETROIT CITY SCHOOL DISTRICT - HALLY MAGNET MIDDLE SCHOOL";;;;;;
"82010-05553";"DETROIT CITY SCHOOL DISTRICT - CARLETON ELEMENTARY SCHOOL";;;;;;
"82010-05675";"DETROIT CITY SCHOOL DISTRICT - GLAZER ELEMENTARY SCHOOL";;;;;;
"82010-05773";"DETROIT CITY SCHOOL DISTRICT - DREW MIDDLE SCHOOL";;;;;;
"82010-06074";"DETROIT CITY SCHOOL DISTRICT - STEWART ELEMENTARY SCHOOL";;;;;;
"82010-06095";"DETROIT CITY SCHOOL DISTRICT - COLUMBUS MIDDLE SCHOOL";;;;;;
"82010-06103";"DETROIT CITY SCHOOL DISTRICT - NOBLE ELEMENTARY SCHOOL";;;;;;
"82010-06105";"DETROIT CITY SCHOOL DISTRICT - RICHARD ELEMENTARY SCHOOL";;;;;;
"82010-06342";"DETROIT CITY SCHOOL DISTRICT - BOYKIN CONTINUING ED. CENTER";;;;;;
"82010-06631";"DETROIT CITY SCHOOL DISTRICT - BECKHAM, WILLIAM ACADEMY";;;;;;
"82010-06693";"DETROIT CITY SCHOOL DISTRICT - VETAL ELEMENTARY SCHOOL";;;;;;
"82010-06971";"DETROIT CITY SCHOOL DISTRICT - RENAISSANCE HIGH SCHOOL";;;;;;
"82010-07024";"DETROIT CITY SCHOOL DISTRICT - CROCKETT HIGH SCHOOL";;;;;;
"82010-07097";"DETROIT CITY SCHOOL DISTRICT - FERGUSON ACADEMY FOR YOUNG WOMEN";;;;;;
"82010-07135";"DETROIT CITY SCHOOL DISTRICT - DOUGLASS ACADEMY";;;;;;
"82010-07207";"DETROIT CITY SCHOOL DISTRICT - BREWER ELEMENTARY SCHOOL";;;;;;
"82010-07326";"DETROIT CITY SCHOOL DISTRICT - FOREIGN LANGUAGE IMMERSION";;;;;;
"82010-07500";"DETROIT CITY SCHOOL DISTRICT - CLIPPERT ACADEMY";;;;;;
"82010-07529";"DETROIT CITY SCHOOL DISTRICT - DETROIT CITY HIGH SCHOOL";;;;;;
"82010-07581";"DETROIT CITY SCHOOL DISTRICT - GARVEY ACADEMY";;;;;;
"82010-07632";"DETROIT CITY SCHOOL DISTRICT - MALCOLM X ACADEMY";;;;;;
"82010-07633";"DETROIT CITY SCHOOL DISTRICT - ROBESON ACADEMY";;;;;;
"82010-07651";"DETROIT CITY SCHOOL DISTRICT - TROMBLY ALTERNATIVE HIGH SCHOOL";;;;;;
"82010-07654";"DETROIT CITY SCHOOL DISTRICT - COMMUNICATION AND MEDIA ARTS HS";;;;;;
"82010-07793";"DETROIT CITY SCHOOL DISTRICT - ACADEMY OF THE AMERICAS";;;;;;
"82010-07794";"DETROIT CITY SCHOOL DISTRICT - DETROIT SCHOOL OF ARTS";;;;;;
"82010-07795";"DETROIT CITY SCHOOL DISTRICT - JEMISON SCHOOL OF CHOICE";;;;;;
"82010-07880";"DETROIT CITY SCHOOL DISTRICT - BARSAMIAN PREPARATORY CENTER";;;;;;
"82010-08004";"DETROIT CITY SCHOOL DISTRICT - WESTSIDE MULTICULTURAL ACADEMY";;;;;;
"82010-08396";"DETROIT CITY SCHOOL DISTRICT - HUGHES, LANGSTON ACADEMY";;;;;;
"82010-08526";"DETROIT CITY SCHOOL DISTRICT - CROSMAN ALTERNATIVE HIGH SCHOOL";;;;;;
"82010-08695";"DETROIT CITY SCHOOL DISTRICT - ELEMENTARY SCHOOL @ ELMDALE";;;;;;
"82010-08925";"DETROIT CITY SCHOOL DISTRICT - DETROIT LIONS ALTERNATIVE EDUCATION";;;;;;
"82010-08928";"DETROIT CITY SCHOOL DISTRICT - MCKINNEY, JOHNSON H. DAY TREATMENT CENTER";;;;;;
"82010-08929";"DETROIT CITY SCHOOL DISTRICT - WEST SIDE ACADEMY ALT. ED ";;;;;;
"82010-09121";"DETROIT CITY SCHOOL DISTRICT - HEILMANN ELEMENTARY SCHOOL";;;;;;
"82010-09125";"DETROIT CITY SCHOOL DISTRICT - WRIGHT, CHARLES SCHOOL";;;;;;
"82010-09341";"DETROIT CITY SCHOOL DISTRICT - SCOTT, BRENDA MIDDLE SCHOOL";;;;;;
"82010-09342";"DETROIT CITY SCHOOL DISTRICT - HANCOCK";;;;;;
"82010-09345";"DETROIT CITY SCHOOL DISTRICT - HEILMANN PARK MIDDLE SCHOOL";;;;;;
"82010-09467";"DETROIT CITY SCHOOL DISTRICT - DETROIT HIGH SCHOOL FOR TECHNOLOGY";;;;;;
"82010-09468";"DETROIT CITY SCHOOL DISTRICT - ERMA HENDERSON LOWER SCHOOL";;;;;;
"82010-09469";"DETROIT CITY SCHOOL DISTRICT - ERMA HENDERSON UPPER SCHOOL";;;;;;
"82010-09593";"DETROIT CITY SCHOOL DISTRICT - DETROIT INTERNATIONAL ACADEMY";;;;;;
"82010-09770";"DETROIT CITY SCHOOL DISTRICT - CODY 9TH GRADE ACADEMY";;;;;;
"82010-09788";"DETROIT CITY SCHOOL DISTRICT - TURNING POINT ACADEMY";;;;;;
"82020-00000";"ALLEN PARK PUBLIC SCHOOLS - ALL SCHOOLS";;;;;;
"82020-00065";"ALLEN PARK PUBLIC SCHOOLS - ALLEN PARK HIGH SCHOOL";;;;;;
"82020-00121";"ALLEN PARK PUBLIC SCHOOLS - ARNO ELEMENTARY SCHOOL";;;;;;
"82020-00279";"ALLEN PARK PUBLIC SCHOOLS - BENNIE ELEMENTARY SCHOOL";;;;;;
"82020-02229";"ALLEN PARK PUBLIC SCHOOLS - LINDEMANN ELEMENTARY SCHOOL";;;;;;
"82020-03517";"ALLEN PARK PUBLIC SCHOOLS - ALLEN PARK MIDDLE SCHOOL";;;;;;
"82020-08422";"ALLEN PARK PUBLIC SCHOOLS - ALLEN PARK COMMUNITY SCHOOL";;;;;;
"82030-00000";"DEARBORN CITY SCHOOL DISTRICT - ALL SCHOOLS";;;;;;
"82030-00432";"DEARBORN CITY SCHOOL DISTRICT - BRYANT MIDDLE SCHOOL";;;;;;
"82030-00639";"DEARBORN CITY SCHOOL DISTRICT - CHARLES A. LINDBERGH ELEMENTARY SCHOOL";;;;;;
"82030-00886";"DEARBORN CITY SCHOOL DISTRICT - DEARBORN HIGH SCHOOL";;;;;;
"82030-00954";"DEARBORN CITY SCHOOL DISTRICT - SNOW ELEMENTARY SCHOOL";;;;;;
"82030-00977";"DEARBORN CITY SCHOOL DISTRICT - DUVALL ELEMENTARY SCHOOL";;;;;;
"82030-01092";"DEARBORN CITY SCHOOL DISTRICT - EDSEL FORD HIGH SCHOOL";;;;;;
"82030-01261";"DEARBORN CITY SCHOOL DISTRICT - FORDSON HIGH SCHOOL";;;;;;
"82030-01635";"DEARBORN CITY SCHOOL DISTRICT - HENRY FORD ELEMENTARY SCHOOL";;;;;;
"82030-01637";"DEARBORN CITY SCHOOL DISTRICT - HAIGH ELEMENTARY SCHOOL";;;;;;
"82030-01974";"DEARBORN CITY SCHOOL DISTRICT - HOWARD ELEMENTARY SCHOOL";;;;;;
"82030-02356";"DEARBORN CITY SCHOOL DISTRICT - MAPLES ELEMENTARY SCHOOL";;;;;;
"82030-02460";"DEARBORN CITY SCHOOL DISTRICT - MCDONALD ELEMENTARY SCHOOL";;;;;;
"82030-02567";"DEARBORN CITY SCHOOL DISTRICT - MILLER ELEMENTARY SCHOOL";;;;;;
"82030-02793";"DEARBORN CITY SCHOOL DISTRICT - SMITH MIDDLE SCHOOL";;;;;;
"82030-02813";"DEARBORN CITY SCHOOL DISTRICT - OAKMAN ELEMENTARY SCHOOL";;;;;;
"82030-03206";"DEARBORN CITY SCHOOL DISTRICT - RIVER OAKS ELEMENTARY SCHOOL";;;;;;
"82030-03383";"DEARBORN CITY SCHOOL DISTRICT - SALINA INTERMEDIATE 4 - 8";;;;;;
"82030-04088";"DEARBORN CITY SCHOOL DISTRICT - STOUT MIDDLE SCHOOL";;;;;;
"82030-04514";"DEARBORN CITY SCHOOL DISTRICT - WHITMORE-BOLLES ELEMENTARY SCHOOL";;;;;;
"82030-04536";"DEARBORN CITY SCHOOL DISTRICT - WILLIAM FORD ELEMENTARY SCHOOL";;;;;;
"82030-04541";"DEARBORN CITY SCHOOL DISTRICT - NOWLIN ELEMENTARY SCHOOL";;;;;;
"82030-04837";"DEARBORN CITY SCHOOL DISTRICT - LOWREY ELEMENTARY SCHOOL";;;;;;
"82030-05396";"DEARBORN CITY SCHOOL DISTRICT - LONG ELEMENTARY SCHOOL";;;;;;
"82030-05847";"DEARBORN CITY SCHOOL DISTRICT - WOODWORTH MIDDLE SCHOOL";;;;;;
"82030-05850";"DEARBORN CITY SCHOOL DISTRICT - LOWREY MIDDLE SCHOOL";;;;;;
"82030-06384";"DEARBORN CITY SCHOOL DISTRICT - HOWE TRAINABLE CENTER AND MONTESSORI";;;;;;
"82030-07818";"DEARBORN CITY SCHOOL DISTRICT - IRIS BECKER ELEMENTARY SCHOOL";;;;;;
"82030-09251";"DEARBORN CITY SCHOOL DISTRICT - SALINA ELEMENTARY P - 3";;;;;;
"82030-09400";"DEARBORN CITY SCHOOL DISTRICT - MCCOLLOUGH ELEMENTARY SCHOOL";;;;;;
"82030-09408";"DEARBORN CITY SCHOOL DISTRICT - UNIS MIDDLE SCHOOL";;;;;;
"82030-09529";"DEARBORN CITY SCHOOL DISTRICT - GEER PARK ELEMENTARY";;;;;;
"82030-09775";"DEARBORN CITY SCHOOL DISTRICT - HENRY FORD EARLY COLLEGE";;;;;;
"82040-00000";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - ALL SCHOOLS";;;;;;
"82040-00249";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - BEDFORD SCHOOL";;;;;;
"82040-02810";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - OAKLEY W. BEST MIDDLE SCHOOL";;;;;;
"82040-02943";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - PARDEE SCHOOL";;;;;;
"82040-04950";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - ANNAPOLIS HIGH SCHOOL";;;;;;
"82040-05357";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - POLK ELEMENTARY SCHOOL";;;;;;
"82040-08398";"DEARBORN HEIGHTS SCHOOL DISTRICT #7 - MADISON ELEMENTARY SCHOOL";;;;;;
"82045-00000";"MELVINDALE-NORTH ALLEN PARK SCHOOLS - ALL SCHOOLS";;;;;;
"82045-01979";"MELVINDALE-NORTH ALLEN PARK SCHOOLS - JULIAN O. STRONG MIDDLE SCHOOL";;;;;;
"82045-02507";"MELVINDALE-NORTH ALLEN PARK SCHOOLS - MELVINDALE HIGH SCHOOL";;;;;;
"82045-09520";"MELVINDALE-NORTH ALLEN PARK SCHOOLS - ALLENDALE ELEMENTARY SCHOOL";;;;;;
"82050-00000";"GARDEN CITY SCHOOL DISTRICT - ALL SCHOOLS";;;;;;
"82050-00944";"GARDEN CITY SCHOOL DISTRICT - DOUGLAS SCHOOL";;;;;;
"82050-01205";"GARDEN CITY SCHOOL DISTRICT - FARMINGTON ELEMENTARY SCHOOL";;;;;;
"82050-01359";"GARDEN CITY SCHOOL DISTRICT - GARDEN CITY HIGH SCHOOL";;;;;;
"82050-01642";"GARDEN CITY SCHOOL DISTRICT - HENRY RUFF SCHOOL";;;;;;
"82050-02136";"GARDEN CITY SCHOOL DISTRICT - LATHERS SCHOOL";;;;;;
"82050-02508";"GARDEN CITY SCHOOL DISTRICT - MEMORIAL ELEMENTARY SCHOOL";;;;;;
"82050-04463";"GARDEN CITY SCHOOL DISTRICT - GARDEN CITY MIDDLE SCHOOL";;;;;;
"82050-04674";"GARDEN CITY SCHOOL DISTRICT - BURGER DEVELOPMENT CENTER";;;;;;
"82055-00000";"GROSSE POINTE PUBLIC SCHOOLS - ALL SCHOOLS";;;;;;
"82055-00424";"GROSSE POINTE PUBLIC SCHOOLS - BROWNELL MIDDLE SCHOOL";;;;;;
"82055-01226";"GROSSE POINTE PUBLIC SCHOOLS - FERRY ELEMENTARY SCHOOL";;;;;;
"82055-01386";"GROSSE POINTE PUBLIC SCHOOLS - GEORGE DEFER ELEMENTARY SCHOOL";;;;;;
"82055-01512";"GROSSE POINTE PUBLIC SCHOOLS - GROSSE POINTE SOUTH HIGH SCHOOL";;;;;;
"82055-02026";"GROSSE POINTE PUBLIC SCHOOLS - KERBY ELEMENTARY SCHOOL";;;;;;
"82055-02172";"GROSSE POINTE PUBLIC SCHOOLS - LEWIS MAIRE ELEMENTARY SCHOOL";;;;;;
"82055-02430";"GROSSE POINTE PUBLIC SCHOOLS - STEVENS T. MASON ELEMENTARY SCHOOL";;;;;;
"82055-02597";"GROSSE POINTE PUBLIC SCHOOLS - JOHN MONTEITH ELEMENTARY SCHOOL";;;;;;
"82055-02937";"GROSSE POINTE PUBLIC SCHOOLS - PARCELLS MIDDLE SCHOOL";;;;;;
"82055-03007";"GROSSE POINTE PUBLIC SCHOOLS - RICHARD ELEMENTARY SCHOOL";;;;;;
"82055-03031";"GROSSE POINTE PUBLIC SCHOOLS - PIERCE MIDDLE SCHOOL";;;;;;
"82055-03237";"GROSSE POINTE PUBLIC SCHOOLS - ROBERT TROMBLY ELEMENTARY SCHOOL";;;;;;
"82055-05019";"GROSSE POINTE PUBLIC SCHOOLS - CHARLES A. POUPARD ELEM. SCHOOL";;;;;;
"82055-05142";"GROSSE POINTE PUBLIC SCHOOLS - GROSSE POINTE NORTH HIGH SCHOOL";;;;;;
"82055-07115";"GROSSE POINTE PUBLIC SCHOOLS - BARNARD CENTER";;;;;;
"82060-00000";"HAMTRAMCK PUBLIC SCHOOLS - ALL SCHOOLS";;;;;;
"82060-00916";"HAMTRAMCK PUBLIC SCHOOLS - DICKINSON WEST ELEMENTARY SCHOOL";;;;;;
"82060-01554";"HAMTRAMCK PUBLIC SCHOOLS - HAMTRAMCK HIGH SCHOOL";;;;;;
"82060-01689";"HAMTRAMCK PUBLIC SCHOOLS - HOLBROOK SCHOOL";;;;;;
"82060-02055";"HAMTRAMCK PUBLIC SCHOOLS - KOSCIUSZKO SCHOOL";;;;;;
"82060-07474";"HAMTRAMCK PUBLIC SCHOOLS - DICKINSON EAST ELEMENTARY SCHOOL";;;;;;
"82070-00000";"HIGHLAND PARK CITY SCHOOLS - ALL SCHOOLS";;;;;;
"82070-00805";"HIGHLAND PARK CITY SCHOOLS - CORTLAND ELEMENTARY SCHOOL";;;;;;
"82070-01633";"HIGHLAND PARK CITY SCHOOLS - FORD ACAD. FOR COMM/PERF ARTS";;;;;;
"82070-01666";"HIGHLAND PARK CITY SCHOOLS - HIGHLAND PARK COMMUNITY H.S.";;;;;;
"82070-03228";"HIGHLAND PARK CITY SCHOOLS - BARBER FOCUS SCH OF MATH SCI TEC";;;;;;
"82070-08376";"HIGHLAND PARK CITY SCHOOLS - CAREER ACADEMY/ADULT EDUCATION";;;;;;
"82080-00000";"SCHOOL DISTRICT OF THE CITY OF INKSTER - ALL SCHOOLS";;;;;;
"82080-00545";"SCHOOL DISTRICT OF THE CITY OF INKSTER - BAYLOR WOODSON ELEMENTARY SCHOOL";;;;;;
"82080-01216";"SCHOOL DISTRICT OF THE CITY OF INKSTER - BLANCHETTE MIDDLE SCHOOL";;;;;;
"82080-01840";"SCHOOL DISTRICT OF THE CITY OF INKSTER - INKSTER HIGH SCHOOL";;;;;;
"82090-00000";"LINCOLN PARK PUBLIC SCHOOLS - ALL SCHOOLS";;;;;;
"82090-00997";"LINCOLN PARK PUBLIC SCHOOLS - EARL F. CARR SCHOOL";;;;;;
"82090-01293";"LINCOLN PARK PUBLIC SCHOOLS - FRANK G. MIXTER SCHOOL";;;;;;
"82090-01752";"LINCOLN PARK PUBLIC SCHOOLS - HOOVER SCHOOL";;;;;;
"82090-01879";"LINCOLN PARK PUBLIC SCHOOLS - JAMES FOOTE SCHOOL";;;;;;
"82090-02025";"LINCOLN PARK PUBLIC SCHOOLS - KEPPEN SCHOOL";;;;;;
"82090-02069";"LINCOLN PARK PUBLIC SCHOOLS - LAFAYETTE SCHOOL";;;;;;
"82090-02207";"LINCOLN PARK PUBLIC SCHOOLS - LINCOLN PARK HIGH SCHOOL";;;;;;
"82090-02442";"LINCOLN PARK PUBLIC SCHOOLS - MAX PAUN SCHOOL";;;;;;
"82090-03153";"LINCOLN PARK PUBLIC SCHOOLS - RAUPP SCHOOL";;;;;;
"82090-08692";"LINCOLN PARK PUBLIC SCHOOLS - LINCOLN PARK MIDDLE SCHOOL";;;;;;
"82095-00000";"LIVONIA PUBLIC SCHOOLS - ALL SCHOOLS";;;;;;
"82095-00025";"LIVONIA PUBLIC SCHOOLS - STEVENSON HIGH SCHOOL";;;;;;
"82095-00716";"LIVONIA PUBLIC SCHOOLS - CLEVELAND ELEMENTARY SCHOOL";;;;;;
"82095-00788";"LIVONIA PUBLIC SCHOOLS - COOLIDGE ELEMENTARY SCHOOL";;;;;;
"82095-00791";"LIVONIA PUBLIC SCHOOLS - COOPER UPPER ELEMENTARY SCHOOL";;;;;;
"82095-01137";"LIVONIA PUBLIC SCHOOLS - EMERSON MIDDLE SCHOOL";;;;;;
"82095-01302";"LIVONIA PUBLIC SCHOOLS - FRANKLIN HIGH SCHOOL";;;;;;
"82095-01372";"LIVONIA PUBLIC SCHOOLS - GARFIELD ELEMENTARY SCHOOL";;;;;;
"82095-01471";"LIVONIA PUBLIC SCHOOLS - GRANT ELEMENTARY SCHOOL";;;;;;
"82095-01613";"LIVONIA PUBLIC SCHOOLS - HAYES ELEMENTARY SCHOOL";;;;;;
"82095-01706";"LIVONIA PUBLIC SCHOOLS - HOLMES MIDDLE SCHOOL";;;;;;
"82095-01750";"LIVONIA PUBLIC SCHOOLS - HOOVER ELEMENTARY SCHOOL";;;;;;
"82095-01947";"LIVONIA PUBLIC SCHOOLS - KENNEDY ELEMENTARY SCHOOL";;;;;;
"82095-01967";"LIVONIA PUBLIC SCHOOLS - JOHNSON UPPER ELEMENTARY SCHOOL";;;;;;
"82095-02171";"LIVONIA PUBLIC SCHOOLS - CASS ELEMENTARY SCHOOL";;;;;;
"82095-03148";"LIVONIA PUBLIC SCHOOLS - RANDOLPH ELEMENTARY SCHOOL";;;;;;
"82095-03203";"LIVONIA PUBLIC SCHOOLS - RILEY UPPER ELEMENTARY SCHOOL";;;;;;
"82095-03229";"LIVONIA PUBLIC SCHOOLS - FROST MIDDLE SCHOOL";;;;;;
"82095-03277";"LIVONIA PUBLIC SCHOOLS - ROOSEVELT ELEMENTARY SCHOOL";;;;;;
"82095-04848";"LIVONIA PUBLIC SCHOOLS - CHURCHILL HIGH SCHOOL";;;;;;
